LinkID,RecID,q1c_relation,q1d_date,State,q2d_date,q2e_houseID,q2e_visitNo,q2e_tblRecord,q1_pumpGas,q2_spill,q3_sit,q4_open,q5_garage,q6_make,q6_model,q6_year,q7_clean,q8_start,q9_grill,q10_tobacco,q11_perfume,q12_airfreshner,q13_travel,q13_totalmins,q14_indoors,q14_totalmins,q15_vehicle,q15_totalmins,q16_swimming,q16_totalmins,q17_cleaning,q17_totalmins,q18_workshop,q18_totalmins,q19_windows,q19_totalmins,q20_bath,q20_totalmins,q21_shower,q21_totalmins,q22_shower,q22_totalmins,q23_markers,q23_totalmins,q24_incense,q24_totalmins,q25_centralair,q25_temperature,q25_type,q25_totalmins,q26_windowAC,q26_type,q26_totalmins,q26_rooms,q27_atticfan,q27_totalmins,q28_evapcooler,q28_totalmins,q29_fan,q29_totalmins,q30_windowfan,q30_totalmins,q31_exhaustfan,q31_totalmins,q32_woodstove,q32_totalmins,q32b_fumes,q32b_totalmins,q33_oilfurnace,q33_totalmins,q33b_fumes,q33b_totalmins,q34_keroseneheater,q34_totalmins,q34b_fumes,q34b_totalmins,q35_unventedgas,q35_totalmins,q35b_fumes,q35b_totalmins,q36_fireplace,q36_totalmins,q36b_fumes,q36b_totalmins,q37_oven,q37_totalmins,q38_centralheat,q38_totalmins,q39_elecprecip,q39_totalmins,q40_humidifier,q40_totalmins,q41_otherair,q41a_HEPA,q41a_totalmins,q41b_odorreducer,q41b_totalmins,q41c_other,q41c_desc,q41c_totalmins,q42_dishwasher,q42_totalmins,q43_clotheswasher,q43_totalmins,q44_clothesdryer,q44_totalmins,q45_drycleaning,q45_totalmins,q46_wax,q46_totalmins,q47_polishremover,q47_totalmins,q48_paints,q48b_you,q48b_totalmins,q48c_other,q48c_totalmins,q49_glue,q49b_you,q49b_totalmins,q49c_other,q49c_totalmins,q50_gasmower,q50b_you,q50b_totalmins,q50c_other,q50c_totalmins,q51_chainsaw,q51b_you,q51b_totalmins,q51c_other,q51c_totalmins,q52_sander,q52b_you,q52b_totalmins,q52c_other,q52c_totalmins,q53_pesticide,q53b_you,q53b_totalmins,q53c_other,q53c_totalmins,q54_vacuuming,q54b_you,q54b_totalmins,q54c_other,q54c_totalmins,q55_sweeping,q55b_you,q55b_totalmins,q55c_other,q55c_totalmins,q56_dusting,q56b_you,q56b_totalmins,q56c_other,q56c_totalmins,q57_cleaning,q57_list,q57b_you,q57b_totalmins,q57c_other,q57c_totalmins,q58_gardening,q58b_you,q58b_totalmins,q58c_other,q58c_totalmins,q59_woodworking,q59b_you,q59b_totalmins,q59c_other,q59c_totalmins,q60_welding,q60b_you,q60b_totalmins,q60c_other,q60c_totalmins,q61_cookinginside,q61b_you,q61b_totalmins,q61c_other,q61c_totalmins,q61d_exhaustfan,q61d_totalmins,q62_cookingoutside,q62b_you,q62b_totalmins,q62c_other,q62c_totalmins,q62_distance,q63_parkvehicle,q63_totalmins,q63b_detached,q63b_totalmins,q63c_carport,q63c_totalmins,q64_startvehicle,q64_totalmins,q64b_detached,q64b_totalmins,q64c_carport,q64c_totalmins,q65_dieselparked,q66_neardiesel
TX105230,711,NA,2000-12-17,TX,2000-12-17,EX205,2,105,N,N,Y,Y,N,NA,NA,0,N,N,N,N,N,Y,Y,60,N,0,N,0,N,0,N,0,N,0,Y,15,N,0,Y,10,Y,70,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,Y,N,0,Y,15,Y,"PINAL, CLOROX",Y,2,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX106230,714,NA,2001-01-17,TX,2001-01-17,EX206,2,106,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,160,N,0,N,0,N,0,Y,30,N,0,N,0,N,0,Y,30,Y,70,Y,10,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,120,N,0,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,5,N,0,N,N,0,N,0,0,N,0,N,0,Y,1200,N,0,N,0,Y,5,N,N
TX103140,696,NA,2000-10-19,TX,2000-10-19,EX303,1,103,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,65,Y,60,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,110,Y,5,N,0,Y,60,E,2880,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,20,N,N
TX104140,702,NA,2000-09-28,TX,2000-09-28,EX304,1,104,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,60,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,Y,10,Y,80,Y,60,Y,2880,N,0,N,0,N,N,0,NA,N,0,N,0,Y,240,N,0,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,Y,15,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX105140,710,NA,2000-09-28,TX,2000-09-28,EX305,1,105,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,15,N,0,N,0,N,0,N,0,N,0,Y,1440,N,0,Y,10,Y,80,N,0,Y,2880,N,0,N,0,N,N,0,NA,N,0,N,0,Y,240,N,0,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX103240,699,NA,2001-01-31,TX,2001-01-31,EX403,2,103,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,60,N,0,N,0,N,0,N,0,N,0,Y,600,Y,120,N,0,Y,40,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,80,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,5,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,15,N,N
TX104240,706,NA,2000-12-17,TX,2000-12-17,EX404,2,104,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,Y,15,N,0,Y,20,Y,65,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,N,0,Y,10,Y,N,0,Y,15,Y,NA,N,0,Y,2,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX105240,712,NA,2000-12-17,TX,2000-12-17,EX405,2,105,N,N,Y,Y,N,NA,NA,0,N,N,N,N,Y,Y,Y,30,N,0,N,0,N,0,N,0,N,0,Y,15,N,0,Y,10,Y,70,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,Y,N,0,Y,15,Y,"PINAL, CLOROX",N,0,Y,2,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX103150,697,NA,2000-10-19,TX,2000-10-19,EX503,1,103,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,40,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,40,Y,110,Y,5,N,0,Y,60,E,2880,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,20,N,N
TX104150,703,NA,2000-09-28,TX,2000-09-28,EX504,1,104,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,60,N,0,N,0,N,0,N,0,N,0,Y,1440,Y,10,N,0,Y,80,N,0,Y,2880,N,0,N,0,N,N,0,NA,N,0,N,0,Y,240,N,0,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX103250,700,NA,2001-01-31,TX,2001-01-31,EX603,2,103,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,30,N,0,N,0,N,0,N,0,N,0,Y,600,Y,120,N,0,Y,40,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,80,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,5,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,15,N,N
TX104250,707,NA,2000-12-17,TX,2000-12-17,EX604,2,104,N,N,Y,Y,N,NA,NA,0,N,N,N,N,Y,Y,Y,60,N,0,N,0,N,0,N,0,N,0,Y,15,N,0,Y,20,Y,65,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,Y,Y,5,N,0,Y,NA,N,0,Y,2,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX104160,704,NA,2000-09-28,TX,2000-09-28,EX704,1,104,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,20,N,0,N,0,N,0,N,0,N,0,Y,1440,Y,10,N,0,Y,80,N,0,Y,2880,N,0,N,0,N,N,0,NA,N,0,N,0,Y,240,N,0,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,90,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
TX104260,708,NA,2000-12-17,TX,2000-12-17,EX804,2,104,N,N,N,N,N,NA,NA,0,N,N,N,N,N,Y,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,5,Y,80,Y,10,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,120,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,120,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,10,Y,Y,10,N,0,Y,NA,N,0,Y,2,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,Y,2880,N,0,N,0,Y,10,N,N
NJ100130,228,NA,2000-12-07,NJ,2000-12-07,NJ100,1,232,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,Y,20,Y,20,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,Y,10,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,N,N,0,N,0,Y,MISTOLIN,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ001130,3,NA,1999-06-10,NJ,1999-06-10,NJ101,1,3,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,30,N,0,N,0,N,0,N,0,Y,15,N,0,N,0,Y,40,N,0,Y,2,N,0,N,0,N,0,Y,A,780,NA,N,0,N,0,N,0,Y,1440,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N,0,y,600,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,N,0,Y,NA,N,0,Y,10,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ002130,4,NA,1999-06-25,NJ,1999-06-25,NJ102,1,4,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,240,N,0,N,0,N,0,Y,300,N,0,Y,1440,N,0,Y,120,Y,300,N,0,N,0,N,0,N,0,Y,C,840,"FAMILY BEDROOM",N,0,N,0,Y,2880,Y,2880,Y,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,Y,Y,30,N,0,Y,Y,90,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,Y,10,N,0,D,N
NJ003130,5,NA,1999-07-15,NJ,1999-07-15,NJ103,1,5,N,N,Y,Y,N,NA,NA,0,N,N,N,Y,Y,N,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,Y,90,Y,200,Y,20,N,0,N,0,N,0,Y,B,1440,"2 ROOMS",N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,60,Y,2820,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ004130,6,NA,1999-07-29,NJ,1999-07-29,NJ104,1,7,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,120,N,0,N,0,N,0,Y,60,N,0,N,0,N,0,Y,60,Y,270,N,0,Y,40,N,0,N,0,Y,A,2880,NA,N,0,N,0,Y,600,N,0,N,0,N,0,N,0,Y,2880,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,30,Y,20,N,0,Y,60,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,10,Y,N,0,Y,30,Y,Y,30,N,0,Y,"WINDEX, CHLOROX, MURPHY",N,0,Y,60,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,20,Y,25,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ005130,10,NA,1999-08-12,NJ,1999-08-12,NJ105,1,11,N,N,N,N,N,NA,NA,0,N,N,N,Y,Y,N,Y,55,Y,15,N,0,N,0,N,0,Y,240,Y,2760,N,0,Y,20,N,0,N,0,N,0,N,0,N,0,Y,B,120,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,N,0,Y,Y,5,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,120,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ006130,12,NA,1999-08-25,NJ,1999-08-25,NJ106,1,12,N,N,Y,Y,N,NA,NA,0,N,N,N,N,Y,N,N,0,N,0,N,0,N,0,Y,10,N,0,Y,2880,Y,40,N,0,Y,160,N,0,N,0,N,0,N,0,Y,B,840,NA,N,0,N,0,N,0,Y,180,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,20,N,0,N,N,0,N,0,Y,"FLOOR CLEANER (FABULOSO)",Y,15,N,0,N,N,0,N,0,Y,N,0,Y,45,N,N,0,N,0,Y,Y,30,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,Y
NJ007130,13,NA,1999-09-09,NJ,1999-09-09,NJ107,1,13,N,N,N,N,N,NA,NA,0,N,N,N,N,N,N,Y,150,Y,10,N,0,N,0,Y,3,N,0,Y,300,N,0,Y,60,Y,60,Y,5,Y,90,N,0,N,0,Y,A,2880,"4 ROOMS",N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,Y,60,Y,60,Y,40,N,0,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,90,Y,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,Y
NJ008130,14,NA,1999-09-30,NJ,1999-09-30,NJ108,1,14,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,Y,2880,N,0,Y,20,N,0,N,0,Y,60,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,N,0,N,0,Y,CHLOROX,Y,15,N,0,Y,Y,5,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,Y
NJ009130,15,NA,1999-10-02,NJ,1999-10-02,NJ109,1,15,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,Y,660,N,0,Y,45,Y,75,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,180,N,0,N,0,N,0,N,0,Y,N,0,Y,5,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,5,Y,5,Y,Y,5,N,0,Y,"CHLOROX; DETERGENT(LIQUID)",Y,60,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,Y
NJ010130,17,NA,1999-10-08,NJ,1999-10-08,NJ110,1,17,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,Y,30,N,0,N,0,N,0,N,0,N,0,Y,10,Y,15,Y,10,Y,155,N,0,N,0,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,Y,Y,20,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,10,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
NJ011130,37,AID,1999-10-21,NJ,1999-10-21,NJ111,1,39,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,Y,N,0,N,0,N,0,N,0,N,0,N,0,Y,240,N,0,Y,90,Y,90,N,0,Y,120,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,15,Y,N,0,Y,15,Y,N,0,Y,10,Y,"BLEACH, FABULOS, GLADE SPRAY",N,0,Y,180,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,N
NJ012130,39,NA,1999-10-28,NJ,1999-10-28,NJ112,1,41,N,N,N,N,N,NA,NA,0,N,N,N,N,Y,N,Y,240,N,0,N,0,N,0,Y,120,N,0,Y,300,N,0,Y,20,Y,60,N,0,Y,60,N,0,N,0,N,N,0,NA,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N,0,N,0,N,NA,0,N,0,Y,60,Y,60,N,0,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,Y,30,N,0,Y,Y,10,N,0,N,NA,N,0,N,0,N,N,0,N,0,N,N,0,N,0,N,N,0,N,0,Y,N,0,Y,240,N,0,N,N,0,N,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,N
