,aqi_co
36930,safe
565211,safe
79987,safe
423001,safe
259024,safe
551087,safe
292047,safe
191638,safe
500512,safe
288598,safe
240482,safe
123081,safe
322041,safe
28639,safe
69388,safe
196084,safe
29227,safe
42842,safe
94706,safe
196109,safe
472187,safe
505762,safe
401509,safe
124972,safe
107303,safe
498762,safe
108036,safe
554337,safe
486637,safe
432194,safe
286505,safe
518662,safe
161948,safe
441698,safe
37119,safe
565967,safe
234169,safe
321361,safe
57167,safe
315653,safe
30280,safe
461237,safe
408394,safe
410434,safe
166144,safe
516237,safe
318203,safe
469787,safe
75478,safe
350957,safe
572636,safe
549837,safe
385346,safe
265012,safe
496712,safe
208045,safe
37952,safe
546762,safe
357309,safe
504362,safe
186970,safe
162886,safe
131036,safe
549612,safe
329838,safe
50696,safe
435339,safe
75741,safe
136425,safe
554087,safe
265668,safe
62739,safe
508537,safe
441087,safe
169616,safe
224015,safe
363949,safe
155311,safe
459887,safe
184843,safe
377781,safe
342163,safe
270125,safe
24544,safe
176928,safe
32514,safe
7411,safe
399469,safe
557937,safe
258191,safe
134817,safe
366231,safe
171475,safe
143770,safe
356155,safe
13459,safe
520262,safe
259085,safe
230196,safe
449187,safe
115328,safe
110831,safe
481787,safe
418362,safe
447487,safe
96823,safe
13791,safe
26259,safe
143334,safe
516637,safe
190616,safe
161367,safe
137044,safe
440664,safe
449487,safe
34916,safe
92209,safe
217000,safe
389681,safe
461087,safe
108635,safe
46547,safe
520437,safe
235816,safe
285111,safe
542637,safe
575984,safe
517687,safe
45680,safe
536637,safe
21737,safe
207697,safe
72970,safe
524112,safe
349826,safe
544562,safe
93314,safe
528812,safe
220904,safe
118245,safe
227654,safe
75121,safe
480987,safe
200963,safe
224170,safe
479912,safe
209150,safe
112558,safe
278625,safe
566768,safe
479712,safe
433554,safe
276494,safe
365770,safe
482387,safe
309621,safe
462412,safe
156799,safe
47629,safe
560487,safe
357139,safe
158779,safe
366486,safe
233049,safe
78810,safe
31919,safe
74349,safe
536912,safe
147713,safe
482937,safe
562907,safe
547237,safe
135473,safe
560962,safe
245923,safe
244614,safe
426486,safe
468387,safe
66914,safe
565679,safe
440352,safe
440918,safe
559087,safe
402068,safe
207163,safe
456362,safe
568919,safe
58070,safe
516112,safe
136737,safe
202272,safe
488087,safe
542887,safe
344298,safe
354697,safe
545212,safe
529337,safe
149736,safe
178188,safe
553912,safe
499787,safe
117708,safe
79762,safe
458487,safe
30601,safe
386245,safe
262940,safe
503087,safe
430530,safe
309585,safe
76729,safe
386281,safe
255012,safe
368186,safe
501137,safe
11890,safe
552412,safe
427591,safe
510937,safe
506787,safe
113083,safe
573149,safe
9243,safe
396919,safe
254774,safe
499912,safe
576959,safe
382456,safe
8244,safe
53443,safe
192554,safe
477762,safe
26268,safe
441438,safe
411660,safe
93601,safe
236198,safe
222935,safe
415266,safe
495562,safe
127630,safe
156229,safe
527862,safe
124579,safe
463212,safe
152616,safe
552262,safe
296807,safe
451912,safe
380465,safe
564095,safe
551337,safe
565328,safe
298203,safe
482437,safe
145912,safe
109062,safe
84405,safe
19049,safe
486187,safe
576731,safe
177651,safe
432485,safe
167413,safe
536587,safe
406184,safe
530637,safe
433979,safe
102839,safe
14411,safe
191245,safe
316588,safe
450462,safe
66438,safe
530987,safe
187601,safe
398668,safe
531612,safe
546287,safe
472587,safe
577130,safe
448362,safe
490587,safe
265311,safe
441984,safe
148225,safe
399943,safe
187769,safe
73599,safe
97647,safe
523912,safe
515887,safe
248833,safe
532437,safe
504812,safe
140740,safe
287417,safe
275708,safe
403889,safe
363135,safe
366826,safe
451312,safe
212230,safe
444212,safe
170449,safe
374610,safe
452012,safe
468437,safe
569585,safe
343922,safe
542112,safe
140145,safe
136913,safe
285385,safe
17477,safe
225808,safe
446287,safe
93040,safe
267334,safe
450337,safe
477737,safe
350738,safe
347505,safe
537562,safe
70898,safe
439115,safe
495037,safe
488162,safe
478612,safe
212136,safe
47070,safe
355802,safe
195157,safe
561837,safe
411964,safe
165201,safe
46771,safe
157643,safe
191602,safe
456462,safe
375290,safe
299733,safe
568550,safe
96610,safe
194717,safe
109690,safe
51199,safe
496912,safe
311053,safe
309111,safe
506162,safe
338750,safe
540762,safe
259812,safe
296127,safe
450962,safe
338580,safe
254179,safe
344007,safe
110355,safe
496962,safe
575588,safe
194003,safe
353883,safe
562682,safe
429680,safe
121866,safe
326948,safe
414027,safe
466837,safe
517987,safe
383136,safe
193432,safe
198727,safe
377539,safe
557837,safe
576191,safe
12128,safe
257944,safe
464862,safe
233525,safe
382031,safe
135284,safe
230622,safe
197860,safe
340924,safe
563105,safe
438059,safe
203831,safe
494012,safe
313930,safe
110584,safe
283600,safe
271052,safe
183891,safe
260798,safe
113723,safe
265513,safe
411915,safe
251650,safe
108155,safe
163219,safe
572672,safe
538487,safe
568271,safe
566903,safe
322940,safe
52139,safe
542237,safe
140859,safe
361180,safe
42568,safe
412801,safe
575741,safe
340414,safe
326608,safe
436225,safe
79728,safe
23675,safe
555312,safe
306123,safe
386451,safe
276793,safe
416152,safe
103935,safe
193423,safe
526937,safe
34,safe
30091,safe
484087,safe
211031,safe
343873,safe
558237,safe
442190,safe
73684,safe
122699,safe
513887,safe
185447,safe
70331,safe
573968,safe
499712,safe
29896,safe
400829,safe
44499,safe
331113,safe
500262,safe
194299,safe
220428,safe
118566,safe
78071,safe
500437,safe
429546,safe
467662,safe
533062,safe
577115,safe
577010,safe
483612,safe
573824,safe
227901,safe
400914,safe
69696,safe
75146,safe
285230,safe
505137,safe
324957,safe
146260,safe
53434,safe
564572,safe
278937,safe
499137,safe
132309,safe
54441,safe
26497,safe
563222,safe
433809,safe
117699,safe
249300,safe
15825,safe
560812,safe
77894,safe
33167,safe
223267,safe
496262,safe
290264,safe
234892,safe
454687,safe
568604,safe
494362,safe
115438,safe
574769,safe
151615,safe
39676,safe
487837,safe
41102,safe
102126,safe
236472,safe
303060,safe
311393,safe
457837,safe
575435,safe
52994,safe
136236,safe
565040,safe
570692,safe
52920,safe
468087,safe
446962,safe
307653,safe
381060,safe
458712,safe
341470,safe
500062,safe
572510,safe
36631,safe
507087,safe
503462,safe
576926,safe
569918,safe
456237,safe
244078,safe
3388,safe
123056,safe
568217,safe
570980,safe
236948,safe
292508,safe
376895,safe
283124,safe
149177,safe
574535,safe
356459,safe
557662,safe
537387,safe
214604,safe
15504,safe
27007,safe
63655,safe
22615,safe
71542,safe
574841,safe
104148,safe
428405,safe
69516,safe
4719,safe
221032,safe
570998,safe
86794,safe
95456,safe
575714,safe
493837,safe
295411,safe
573761,safe
465312,safe
14853,safe
527412,safe
563159,safe
447862,safe
185200,safe
517187,safe
559487,safe
459712,safe
567083,safe
284397,safe
497737,safe
440879,safe
67628,safe
101400,safe
574751,safe
21535,safe
216032,safe
382201,safe
429206,safe
509912,safe
91733,safe
52828,safe
334974,safe
148274,safe
512062,safe
120610,safe
412340,safe
206532,safe
513162,safe
479187,safe
345949,safe
575471,safe
576560,safe
116747,safe
336115,safe
76430,safe
280674,safe
216762,safe
95420,safe
363220,safe
27364,safe
380380,safe
297778,safe
474037,safe
370749,safe
52615,safe
568433,safe
442094,safe
219261,safe
562754,safe
163338,safe
7301,safe
569954,safe
130679,safe
59260,safe
162981,safe
64311,safe
441126,safe
346204,safe
561312,safe
497412,safe
422831,safe
413602,safe
277969,safe
65415,safe
268484,safe
539912,safe
576038,safe
132022,safe
438654,safe
98669,safe
233965,safe
277318,safe
259143,safe
542312,safe
537612,safe
567893,safe
383646,safe
345524,safe
371939,safe
219548,safe
555062,safe
268603,safe
98074,safe
395000,safe
529612,safe
554187,safe
499262,safe
273957,safe
1030,safe
22640,safe
394611,safe
464437,safe
440294,safe
162803,safe
445662,safe
531687,safe
107809,safe
55380,safe
122165,safe
553837,safe
143593,safe
44524,safe
565544,safe
452912,safe
450787,safe
68531,safe
562511,safe
172308,safe
148582,safe
306839,safe
229911,safe
86998,safe
573788,safe
87126,safe
111213,safe
195633,safe
461437,safe
128,safe
575624,safe
398073,safe
544112,safe
314512,safe
11865,safe
565607,safe
158669,safe
449662,safe
236887,safe
118126,safe
325722,safe
575192,safe
192410,safe
385905,safe
188196,safe
216847,safe
127343,safe
122580,safe
345743,safe
114556,safe
260596,safe
502687,safe
153672,safe
448462,safe
167795,safe
88020,safe
74551,safe
143557,safe
536037,safe
475712,safe
473612,safe
24355,safe
500937,safe
95395,safe
576740,safe
341130,safe
101434,safe
530387,safe
504212,safe
496787,safe
493037,safe
511812,safe
237949,safe
469687,safe
494587,safe
471662,safe
76659,safe
196441,safe
328102,safe
442837,safe
576821,safe
127163,safe
143642,safe
537937,safe
305443,safe
208829,safe
161535,safe
36384,safe
319491,safe
441782,safe
35841,safe
525812,safe
193075,safe
261393,safe
561980,safe
467262,safe
394745,safe
527612,safe
382881,safe
433675,safe
65083,safe
523262,safe
279590,safe
190854,safe
413092,safe
30042,safe
20583,safe
222161,safe
268426,safe
452287,safe
527737,safe
73693,safe
150187,safe
271879,safe
482337,safe
497612,safe
512587,safe
24474,safe
428441,safe
567380,safe
371514,safe
333761,safe
51733,safe
182106,safe
563186,safe
25911,safe
543587,safe
522787,safe
156097,safe
49864,safe
274195,safe
376859,safe
349025,safe
125174,safe
44856,safe
238340,safe
50730,safe
13104,safe
576650,safe
549387,safe
477537,safe
410725,safe
184257,safe
194647,safe
79167,safe
419977,safe
573131,safe
80820,safe
576335,safe
190091,safe
362929,safe
396324,safe
440924,safe
496537,safe
55176,safe
185685,safe
53111,safe
20989,safe
337949,safe
261478,safe
52054,safe
135556,safe
80878,safe
90117,safe
21380,safe
122879,safe
310798,safe
140347,safe
404788,safe
415521,safe
576236,safe
460612,safe
125805,safe
569432,safe
523637,safe
448412,safe
561737,safe
284671,safe
348623,safe
466362,safe
362200,safe
440736,safe
456162,safe
260645,safe
571403,safe
528587,safe
455437,safe
453712,safe
18310,safe
135711,safe
123593,safe
254810,safe
256714,safe
525887,safe
342951,safe
566138,safe
90602,safe
505987,safe
407714,safe
120347,safe
70008,safe
440905,safe
56040,safe
96466,safe
1551,safe
309536,safe
458312,safe
449912,safe
244188,safe
150654,safe
563546,safe
60954,safe
547587,safe
187302,safe
84450,safe
52505,safe
198812,safe
521587,safe
124936,safe
211269,safe
549087,safe
472787,safe
490062,safe
516712,safe
337779,safe
74111,safe
61729,safe
577256,safe
27934,safe
281754,safe
455012,safe
522937,safe
4948,safe
227187,safe
14862,safe
453887,safe
571385,safe
451437,safe
104292,safe
39939,safe
218037,safe
227867,safe
509412,safe
564716,safe
194290,safe
442148,safe
534612,safe
562061,safe
306414,safe
112497,safe
239530,safe
98608,safe
560337,safe
203294,safe
181798,safe
182771,safe
482137,safe
270805,safe
513662,safe
577001,safe
563591,safe
28885,safe
183067,safe
359274,safe
569720,safe
250925,safe
60503,safe
447987,safe
148393,safe
39310,safe
348672,safe
109998,safe
156063,safe
541962,safe
372364,safe
223539,safe
526537,safe
510337,safe
513062,safe
423560,safe
32801,safe
550937,safe
187064,safe
257859,safe
403464,safe
416626,safe
161663,safe
139608,safe
576128,safe
390786,safe
506712,safe
500612,safe
67222,safe
195013,safe
433335,safe
365345,safe
275872,safe
85808,safe
483562,safe
335690,safe
509937,safe
559287,safe
426996,safe
175689,safe
567281,safe
388746,safe
177056,safe
440339,safe
554787,safe
345864,safe
341385,safe
85213,safe
366607,safe
231621,safe
284610,safe
5613,safe
61574,safe
230077,safe
304665,safe
277875,safe
75112,safe
479862,safe
549412,safe
51697,safe
172820,safe
171237,safe
100913,safe
57158,safe
219676,safe
25069,safe
381351,safe
566075,safe
393591,safe
121976,safe
271077,safe
175485,safe
421216,safe
286813,safe
279103,safe
70743,safe
232097,safe
86531,safe
232811,safe
489737,safe
532312,safe
461362,safe
262821,safe
130331,safe
490537,safe
314548,safe
214833,safe
51331,safe
558937,safe
495287,safe
5256,safe
563573,safe
39380,safe
352147,safe
442250,safe
181594,safe
239853,safe
158189,safe
61897,safe
12781,safe
160653,safe
264323,safe
194528,safe
345148,safe
529062,safe
153968,safe
28554,safe
177532,safe
561562,safe
357260,safe
278470,safe
95267,safe
304495,safe
463037,safe
505037,safe
59698,safe
103324,safe
353507,safe
448712,safe
290298,safe
379226,safe
42494,safe
526637,safe
243041,safe
569171,safe
521112,safe
62086,safe
485962,safe
539512,safe
48462,safe
185865,safe
29061,safe
287774,safe
186350,safe
53742,safe
8839,safe
30244,safe
74313,safe
350872,safe
170498,safe
36155,safe
488962,safe
329972,safe
53672,safe
285205,safe
54675,safe
346508,safe
420232,safe
304920,safe
527812,safe
533137,safe
513212,safe
172463,safe
567947,safe
263858,safe
56215,safe
167712,safe
121534,safe
199645,safe
88258,safe
50849,safe
219023,safe
344517,safe
539362,safe
565472,safe
151783,safe
349195,safe
21856,safe
111808,safe
264096,safe
19595,safe
517312,safe
271470,safe
166510,safe
564167,safe
269210,safe
451262,safe
13434,safe
262857,safe
336285,safe
119038,safe
463587,safe
374901,safe
230896,safe
358669,safe
217274,safe
93790,safe
348306,safe
170846,safe
562169,safe
665,safe
458637,safe
261368,safe
398838,safe
241638,safe
527037,safe
368016,safe
571475,safe
266193,safe
545662,safe
4041,safe
105219,safe
533512,safe
469712,safe
56276,safe
565562,safe
337475,safe
106885,safe
577124,safe
156501,safe
284195,safe
148070,safe
445987,safe
509387,safe
489312,safe
448212,safe
158804,safe
478037,safe
195123,safe
39548,safe
128225,safe
271928,safe
115914,safe
133331,safe
518737,safe
488737,safe
253559,safe
510712,safe
239505,safe
389135,safe
536237,safe
89531,safe
62847,safe
210912,safe
134332,safe
131391,safe
86354,safe
13910,safe
34061,safe
548812,safe
166382,safe
190567,safe
629,safe
169198,safe
482762,safe
523462,safe
124554,safe
550537,safe
239411,safe
564815,safe
190650,safe
157320,safe
539062,safe
60265,safe
19570,safe
130987,safe
179210,safe
320037,safe
83294,safe
319151,safe
563780,safe
567623,safe
21975,safe
440534,safe
472837,safe
462937,safe
112973,safe
269548,safe
507787,safe
217918,safe
1194,safe
544912,safe
542462,safe
234441,safe
