"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-15","4.03",",,W"," 1029",",,X"," 1023",",,W","0.04",",,0,2400",,,,,,,"90",",,0","77",",,0","  170",",,X","  180",",,X","16.1",",,X","23.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-16","2.68",",,W"," 1108",",,X"," 1029",",,W","1.40",",,0,2400",,,,,,,"85",",,0","75",",,0","  210",",,X","  150",",,X","15.0",",,X","19.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-17","3.80",",,W"," 1433",",,X"," 1432",",,W","0.04",",,0,2400",,,,,,,"89",",,0","74",",,0","  180",",,X","  170",",,X","16.1",",,X","21.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-18","2.01",",,W"," 1229",",,X"," 1225",",,W","0.08",",,0,2400",,,,,,,"86",",,0","75",",,0","  150",",,X","  150",",,X","14.1",",,X","17.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-19","4.03",",,W"," 1607",",,X"," 1545",",,W","1.22",",,0,2400",,,,,,,"81",",,0","72",",,0","  210",",,X","  180",",,X","16.1",",,X","21.0",",,X","    1",",,X",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-20","4.70",",,W"," 0904",",,X"," 0913",",,W","1.72",",,0,2400",,,,,,,"81",",,0","74",",,0","  200",",,X","  210",",,X","14.1",",,X","19.9",",,X","    1",",,0","    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-21","4.03",",,W"," 1555",",,X"," 1554",",,W","0.65",",,0,2400",,,,,,,"89",",,0","73",",,0","   80",",,X","   80",",,X","21.9",",,X","30.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-22","4.25",",,W"," 1522",",,X"," 1421",",,W","0.01",",,0,2400",,,,,,,"91",",,0","75",",,0","  160",",,X","  150",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-23","2.24",",,W"," 2202",",,X"," 2159",",,W","0.15",",,0,2400",,,,,,,"93",",,0","74",",,0","   40",",,X","  350",",,X","17.0",",,X","21.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-24","5.59",",,W"," 0627",",,X"," 1618",",,W","0.00",",,0,2400",,,,,,,"92",",,0","75",",,0","   10",",,X","  360",",,X","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-25","5.37",",,W"," 1526",",,X"," 1210",",,W","0.00",",,0,2400",,,,,,,"94",",,0","76",",,0","  330",",,X","  290",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-26","2.91",",,W"," 1754",",,X"," 1752",",,W","0.01",",,0,2400",,,,,,,"93",",,0","76",",,0","  190",",,X","  180",",,X","17.9",",,X","25.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-27","4.25",",,W"," 1735",",,X"," 1748",",,W","0.00",",,0,2400",,,,,,,"93",",,0","75",",,0","  180",",,X","  180",",,X","14.1",",,X","17.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-28","2.91",",,W"," 1726",",,X"," 1740",",,W","0.00","T,,0,2400",,,,,,,"93",",,0","76",",,0","  150",",,X","  170",",,X","12.1",",,X","15.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-29","2.24",",,W"," 1425",",,X"," 1421",",,W","0.00",",,0,2400",,,,,,,"92",",,0","75",",,0","  100",",,X","  110",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-30","4.70",",,W"," 1359",",,X"," 1358",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  110",",,X","  120",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-08-31","6.26",",,W"," 1331",",,X"," 1331",",,W","0.00",",,0,2400",,,,,,,"94",",,0","77",",,0","   30",",,X","   30",",,X","16.1",",,X","21.0",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-01","12.30",",,W"," 1705",",,X"," 1704",",,W","0.04",",,0,2400",,,,,,,"92",",,0","78",",,0","  360",",,X","   10",",,X","32.0",",,X","42.9",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-02","10.51",",,W"," 1200",",,X"," 1159",",,W","0.01",",,0,2400",,,,,,,"97",",,0","78",",,0","  290",",,X","  280",",,X","23.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-03","9.84",",,W"," 1323",",,X"," 1645",",,W","0.00",",,0,2400",,,,,,,"94",",,0","79",",,0","  280",",,X","  320",",,X","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-04","6.26",",,W"," 1406",",,X"," 1451",",,W","0.00",",,0,2400",,,,,,,"92",",,0","74",",,0","  340",",,X","  290",",,X","14.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-05","6.26",",,W"," 1332",",,X"," 1331",",,W","0.00",",,0,2400",,,,,,,"90",",,0","72",",,0","   30",",,X","   20",",,X","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-06","6.04",",,W"," 1548",",,X"," 0128",",,W","0.00",",,0,2400",,,,,,,"89",",,0","68",",,0","   50",",,X","   50",",,X","12.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-07","4.92",",,W"," 1528",",,X"," 0259",",,W","0.00",",,0,2400",,,,,,,"88",",,0","70",",,0","  110",",,X","  340",",,X","13.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-08","6.04",",,W"," 1645",",,X"," 1628",",,W","0.00",",,0,2400",,,,,,,"92",",,0","76",",,0","  150",",,X","  130",",,X","16.1",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-09","4.47",",,W"," 1332",",,X"," 1331",",,W","0.00",",,0,2400",,,,,,,"90",",,0","76",",,0","  110",",,X","  100",",,X","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-10","5.82",",,W"," 1708",",,X"," 1428",",,W","0.00",",,0,2400",,,,,,,"92",",,0","75",",,0","  100",",,X","  110",",,X","14.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-11","9.84",",,W"," 1531",",,X"," 1537",",,W","0.00",",,0,2400",,,,,,,"94",",,0","77",",,0","  120",",,X","  110",",,X","19.9",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-12","25.50",",,W"," 2252",",,X"," 2232",",,W","0.87",",,0,2400",,,,,,,"88",",,0","76",",,0","   10",",,X","   20",",,X","53.0",",,X","68.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-13","36.91",",,W"," 0110",",,X"," 0115",",,W","8.08",",,0,2400",,,,,,,"82",",,0","75",",,0","  360",",,Z","  360",",,Z","53.9",",,Z","91.9",",,Z","    1",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-14","10.74",",,W"," 1155",",,X"," 1238",",,W","1.95",",,0,2400",,,,,,,"86",",,0","73",",,0","  350",",,X","  350",",,Z","17.0",",,Z","21.0",",,Z","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-15","13.65",",,W"," 1752",",,X"," 2246",",,W","0.00","T,,0,2400",,,,,,,"81",",,0","64",",,0","  360",",,X","   20",",,X","19.9",",,X","21.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-16","8.50",",,W"," 1022",",,X"," 1020",",,W","0.00",",,0,2400",,,,,,,"78",",,0","63",",,0","   50",",,X","   50",",,X","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-17","7.61",",,W"," 1409",",,X"," 1448",",,W","0.00",",,0,2400",,,,,,,"80",",,0","62",",,0","   20",",,X","   30",",,X","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-18","5.82",",,W"," 1054",",,X"," 1114",",,W","0.00",",,0,2400",,,,,,,"81",",,0","66",",,0","   40",",,X","   30",",,X","14.1",",,X","16.1",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-19","5.59",",,W"," 1743",",,X"," 1640",",,W","0.00",",,0,2400",,,,,,,"84",",,0","66",",,0","  110",",,X","  130",",,X","10.1",",,X","14.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-20","5.82",",,W"," 1304",",,X"," 1133",",,W","0.00",",,0,2400",,,,,,,"87",",,0","70",",,0","   60",",,X","   60",",,X","14.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-21","5.82",",,W"," 1032",",,X"," 1023",",,W","0.00",",,0,2400",,,,,,,"86",",,0","71",",,0","   50",",,X","   70",",,X","14.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-22","7.16",",,W"," 1650",",,X"," 1329",",,W","0.00",",,0,2400",,,,,,,"87",",,0","71",",,0","  130",",,X","  120",",,X","15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-23","6.93",",,W"," 1313",",,X"," 0722",",,W","0.00",",,0,2400",,,,,,,"87",",,0","72",",,0","   90",",,X","  120",",,X","14.1",",,X","30.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-24","7.61",",,W"," 1023",",,X"," 1053",",,W","0.00","T,,0,2400",,,,,,,"89",",,0","74",",,0","   70",",,X","   70",",,X","17.9",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-25","8.50",",,W"," 1204",",,X"," 1204",",,W","0.00",",,0,2400",,,,,,,"85",",,0","67",",,0","   30",",,X","   30",",,X","19.9",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-26","7.16",",,W"," 1312",",,X"," 0246",",,W","0.00",",,0,2400",,,,,,,"87",",,0","67",",,0","   10",",,X","  210",",,X","17.0",",,X","25.9",",,X",,,,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-27","4.47",",,W"," 1552",",,X"," 1626",",,W","0.00",",,0,2400",,,,,,,"87",",,0","63",",,0","   10",",,X","   20",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-28","3.58",",,W"," 1513",",,X"," 2324",",,W","0.00",",,0,2400",,,,,,,"88",",,0","63",",,0","   40",",,X","  330",",,X","13.0",",,X","23.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-29","6.26",",,W"," 1356",",,X"," 1356",",,W","0.00",",,0,2400",,,,,,,"87",",,0","64",",,0","   50",",,X","   50",",,X","14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-09-30","6.71",",,W"," 1830",",,X"," 1829",",,W","0.00",",,0,2400",,,,,,,"91",",,0","68",",,0","  350",",,X","  350",",,X","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-01","6.26",",,W"," 1616",",,X"," 1457",",,W","0.00",",,0,2400",,,,,,,"85",",,0","64",",,0","   10",",,X","   30",",,X","14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-02","2.68",",,W"," 1748",",,X"," 1710",",,W","0.00",",,0,2400",,,,,,,"87",",,0","59",",,0","  170",",,X","  150",",,X","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-03","5.82",",,W"," 1717",",,X"," 1716",",,W","0.00",",,0,2400",,,,,,,"88",",,0","63",",,0","  150",",,X","  150",",,X","16.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-04","6.26",",,W"," 1357",",,X"," 1356",",,W","0.00",",,0,2400",,,,,,,"85",",,0","66",",,0","  130",",,X","  120",",,X","16.1",",,X","21.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-05","7.16",",,W"," 1634",",,X"," 1556",",,W","0.00",",,0,2400",,,,,,,"86",",,0","66",",,0","  130",",,X","  120",",,X","16.1",",,X","23.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-06","6.93",",,W"," 1210",",,X"," 2258",",,W","0.00",",,0,2400",,,,,,,"88",",,0","73",",,0","  170",",,X","  330",",,X","16.1",",,X","29.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-07","6.93",",,W"," 0709",",,X"," 0709",",,W","0.73",",,0,2400",,,,,,,"87",",,0","66",",,0","  330",",,X","  330",",,X","30.0",",,X","36.9",",,X","    1",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-08","6.04",",,W"," 1535",",,X"," 1534",",,W","0.00",",,0,2400",,,,,,,"83",",,0","56",",,0","  350",",,X","  350",",,X","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-09","3.58",",,W"," 1659",",,X"," 1542",",,W","0.00",",,0,2400",,,,,,,"81",",,0","57",",,0","  110",",,X","  130",",,X","8.9",",,X","14.1",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-10","3.80",",,W"," 1559",",,X"," 1516",",,W","0.00",",,0,2400",,,,,,,"83",",,0","62",",,0","  100",",,X","  100",",,X","13.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-11","5.14",",,W"," 1551",",,X"," 1550",",,W","0.00",",,0,2400",,,,,,,"83",",,0","68",",,0","  120",",,X","  120",",,X","16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-12","7.38",",,W"," 1322",",,X"," 1457",",,W","0.00","T,,0,2400",,,,,,,"84",",,0","68",",,0","  100",",,X","  110",",,X","17.0",",,X","23.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-13","7.16",",,W"," 1501",",,X"," 1557",",,W","0.00",",,0,2400",,,,,,,"86",",,0","72",",,0","   90",",,X","  100",",,X","14.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-14","9.40",",,W"," 1009",",,X"," 1045",",,W","0.35",",,0,2400",,,,,,,"84",",,0","75",",,0","  100",",,X","  110",",,X","19.9",",,X","25.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-15","7.16",",,W"," 0110",",,X"," 0109",",,W","0.50",",,0,2400",,,,,,,"87",",,0","75",",,0","  130",",,X","  130",",,X","17.9",",,X","28.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-16","9.84",",,W"," 2009",",,X"," 2016",",,W","0.56",",,0,2400",,,,,,,"76",",,0","66",",,0","  350",",,X","  360",",,X","17.0",",,X","21.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-17","7.83",",,W"," 1620",",,X"," 1610",",,W","0.00",",,0,2400",,,,,,,"74",",,0","64",",,0","   10",",,X","  360",",,X","14.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-18","4.47",",,W"," 1322",",,X"," 1221",",,W","0.00",",,0,2400",,,,,,,"80",",,0","58",",,0","   50",",,X","   30",",,X","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-19","5.82",",,W"," 1011",",,X"," 1144",",,W","0.00",",,0,2400",,,,,,,"77",",,0","59",",,0","   80",",,X","   60",",,X","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-20","3.13",",,W"," 1638",",,X"," 1606",",,W","0.00",",,0,2400",,,,,,,"81",",,0","57",",,0","   80",",,X","  130",",,X","10.1",",,X","16.1",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-21","3.80",",,W"," 1616",",,X"," 1616",",,W","0.00",",,0,2400",,,,,,,"80",",,0","61",",,0","  110",",,X","  110",",,X","10.1",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-22","8.05",",,W"," 2214",",,X"," 2200",",,W","0.48",",,0,2400",,,,,,,"83",",,0","60",",,0","  360",",,X","  350",",,X","23.0",",,X","29.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2008-10-23","10.74",",,W"," 0027",",,X"," 0109",",,W","0.00",",,0,2400",,,,,,,"71",",,0","54",",,0","  360",",,X","  360",",,X","28.0",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
